"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"TATAMTRDVR","EQ","07-Jun-2019","         82.10","         82.40","         83.10","         80.90","         81.55","         81.65","         82.00","    1980577","           162410654.15","      10042","     387930","         19.59"
"TATAMTRDVR","EQ","10-Jun-2019","         81.65","         82.05","         82.90","         79.10","         81.50","         81.35","         80.76","    3433043","           277253867.35","      15029","    1438023","         41.89"
"TATAMTRDVR","EQ","11-Jun-2019","         81.35","         81.50","         85.40","         81.10","         84.90","         84.90","         83.42","    4498972","           375320917.85","      16022","    1611585","         35.82"
"TATAMTRDVR","EQ","12-Jun-2019","         84.90","         84.30","         85.25","         82.85","         83.20","         83.20","         83.87","    1702998","           142826094.65","       7803","     312599","         18.36"
"TATAMTRDVR","EQ","13-Jun-2019","         83.20","         82.65","         83.50","         79.75","         82.75","         83.05","         81.78","    4353351","           356036120.90","      13282","    1357844","         31.19"
"TATAMTRDVR","EQ","14-Jun-2019","         83.05","         81.60","         82.50","         80.30","         80.55","         80.60","         81.51","    2375165","           193591233.95","       9299","     361565","         15.22"
"TATAMTRDVR","EQ","17-Jun-2019","         80.60","         80.35","         80.70","         77.75","         78.15","         78.25","         78.66","    2163228","           170160600.10","      10537","     695994","         30.46"
"TATAMTRDVR","EQ","18-Jun-2019","         78.25","         78.80","         78.80","         76.05","         76.75","         76.75","         77.44","    2736223","           211882370.95","      14323","     718518","         25.05"
"TATAMTRDVR","EQ","19-Jun-2019","         76.75","         77.45","         78.95","         74.00","         75.10","         75.10","         76.15","    3278541","           249656097.05","      13818","     844482","         25.76"
"TATAMTRDVR","EQ","20-Jun-2019","         75.10","         74.85","         77.15","         74.00","         76.70","         76.95","         75.79","    3353094","           254130988.00","      20114","    1234645","         36.82"
"TATAMTRDVR","EQ","21-Jun-2019","         76.95","         75.05","         77.80","         74.55","         76.85","         76.65","         76.31","    6182367","           471784467.05","      31017","    2855447","         46.19"
